字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
A,6,"Always Online","林俊杰",,红色,分开,44 + 116,A - 右上角数字 6 单点^^^A - 左上角数字 6 单点,A - 左上角数字 1 单点^^^A - 左下角数字 3 单点,187,393,55 - 0.5,44,A - 右上角数字 6 单点,A - 左上角数字 1 单点,187,393,872131,29 + 0.0
W,8,"What Makes You Beautiful","One Direction",,红色,分开,202 + 260、202 + 262、203 + 260、203 + 262,B - 左上角数字 1 单点^^^B - 左下角数字 9 绿条结尾、右边数字 1 单点,B - 左边数字 10 单点^^^B - 右下角数字 10 单点,140,367,82 + 0.0,202、203、260、262,B - 左上角数字 1 单点,B - 左边数字 10 单点,140,367,1143584,41 + 0.0
G,6,"给我一个理由忘记","A-Lin",,红色,分开,145 + 346、145 + 347、145 + 348,A - 左下角数字 6 绿条中间^^^B - 右上角数字 1 单点,A - 左下角数字 3 蓝条结尾^^^B - 左上角数字 5 单点,173,481,45 - 0.1,346、347、348,B - 右上角数字 1 单点,B - 左上角数字 5 单点,173,481,862563,24 - 0.1
W,7,"王妃","萧敬腾",,红色,分开,158 + 352、164 + 352,B - 上面数字 2 单点^^^B - 下面数字 3 单点,B - 左下角数字 5 单点、右上角数字 5 单点^^^B - 右下角数字 1 绿条中间、左上角数字 6 单点,156,409,61 - 0.2,352,B - 下面数字 3 单点,B - 右下角数字 1 绿条中间、左上角数字 6 单点,156,409,1057921,33 + 0.0
J,6,"Jar Of Love","曲婉婷",,红色,分开,75 + 226,A - 上面数字 10 单点^^^B - 右上角数字 7 单点、左上角数字 7 单点,A - 左上角数字 2 蓝条结尾^^^B - 右上角数字 2 单点,146,384,60 - 0.3,226,B - 右上角数字 7 单点、左上角数字 7 单点,B - 右上角数字 2 单点,146,384,1021201,32 - 0.5
H,8,"Here With You","Asher Book",,红色,分开,115 + 231,A - 左上角数字 1 单点、右上角数字 1 单点^^^B - 右上角数字 1 单点、左上角数字 1 单点,A - 下面数字 4 单点^^^B - 下面数字 4 单点,167,389,70 - 0.3,231,B - 右上角数字 1 单点、左上角数字 1 单点,B - 下面数字 4 单点,167,389,1129587,36 - 0.2
,,"一笑倾城","汪苏泷",,红色,分开,101 + 300,A - 左边数字 9 蓝条开始^^^B - 左边数字 4 蓝条开始,A - 右上角数字 1 单点^^^B - 右上角数字 1 单点,154,349,44 + 0.0,101、300,A - 左边数字 9 蓝条开始,A - 右上角数字 1 单点,154,349,757326,22 + 0.0
B,9,"Baby Boy","王心凌",,,分开,257 + 343,B - 左边数字 8 单点^^^B - 右边数字 6 蓝条结尾、中间数字 1 单点,B - 左下角数字 5 蓝条结尾、右上角数字 6 绿条开始^^^B - 右下角数字 6 蓝条结尾、左下角数字 1 单点,238,588,71 + 0.2,343,B - 右边数字 6 蓝条结尾、中间数字 1 单点,B - 右下角数字 6 蓝条结尾、左下角数字 1 单点,238,588,1522097,38 - 0.5
,,"不完美小孩","TFBOYS",,红色,分开,66 + 153、66 + 154、66 + 159、66 + 160、66 + 161、66 + 162,A - 左下角数字 4 蓝条开始^^^B - 右边数字 5 蓝条开始,A - 右上角数字 1 单点^^^B - 右上角数字 1 蓝条开始,128,323,52 - 0.3,153、154、159、160、161、162,B - 右边数字 5 蓝条开始,B - 右上角数字 1 蓝条开始,128,323,873277,26 - 0.3
W,6,"我们都一样","张杰",,,分开,12 + 134、12 + 135,A - 左上角数字 3 单点^^^A - 右边数字 5 单点,A - 右上角数字 6 单点^^^A - 左上角数字 9 蓝条结尾,216,370,46 + 0.2,134、135,A - 右边数字 5 单点,A - 左上角数字 9 蓝条结尾,216,370,914781,22 + 0.2
,,"猫步轻俏","AOA",,红色,分开,84 + 172,A - 左边数字 5 单点^^^B - 左下角数字 3 绿条开始、右下角数字 3 绿条开始,A - 右边数字 8 单点^^^B - 左下角数字 4 单点,117,216,31 - 0.1,172,B - 左下角数字 3 绿条开始、右下角数字 3 绿条开始,B - 左下角数字 4 单点,117,216,439030,16 + 0.0
,,"李白","李荣浩",,红色,分开,135 + 244、135 + 245、135 + 246、136 + 244、136 + 245、136 + 246、137 + 244、137 + 245、137 + 246,A - 左下角数字 1 单点^^^B - 右下角数字 1 单点,A - 右下角数字 3 单点、左下角数字 3 单点^^^B - 右下角数字 3 单点、左下角数字 3 单点,193,337,56 + 0.0,135、136、137、244、245、246,A - 左下角数字 1 单点,A - 右下角数字 3 单点、左下角数字 3 单点,193,337,1004146,28 + 0.0
,,"逆战","张杰",,红色,分开,99 + 220,A - 左上角数字 1 单点^^^B - 左上角数字 5 蓝条开始,A - 右下角数字 5 单点^^^B - 右上角数字 12 绿条中间,197,355,49 - 0.4,220,B - 左上角数字 5 蓝条开始,B - 右上角数字 12 绿条中间,197,355,801124,28 - 0.5
T,6,"Trouble Is a Friend","Lenka",,红色,分开,245 + 284,B - 右上角数字 1 单点^^^B - 左边数字 5 单点,B - 左上角数字 4 单点^^^B - 左边数字 7 绿条中间,156,386,69 - 0.5,283,B - 左上角数字 4 单点,B - 右下角数字 6 蓝条结尾、左边数字 7 绿条开始,156,386,1002309,35 + 0.1
R,7,"Rage Your Dream","M.O.V.E",,红色,分开,135 + 254,A - 右上角数字 8 单点、左上角数字 8 单点^^^B - 左边数字 5 绿条开始,A - 左下角数字 4 蓝条结尾^^^B - 左下角数字 4 单点,249,399,56 + 0.4,135,A - 右上角数字 8 单点、左上角数字 8 单点,A - 左下角数字 4 蓝条结尾,249,399,1008461,31 - 0.5
B,8,"Bright Spring","M2U",,红色,分开,241 + 276,B - 左上角数字 9 单点^^^B - 右下角数字 2 单点,B - 左上角数字 12 单点^^^B - 左下角数字 1 单点,198,381,59 - 0.3,276,B - 右下角数字 2 单点,B - 左下角数字 1 单点,198,381,1098987,32 - 0.3
L,7,"Landing","温岚",,红色,分开,216 + 266,B - 下面数字 6 蓝条开始^^^B - 右下角数字 5 单点,B - 左上角数字 3 单点、右上角数字 3 单点^^^B - 左上角数字 1 单点、右上角数字 1 单点,143,306,57 - 0.2,216,B - 下面数字 6 蓝条开始,B - 左上角数字 3 单点、右上角数字 3 单点,143,306,1018851,29 - 0.1
B,7,"Bo Peep Bo Peep","T-ara",,红色,分开,21 + 370,A - 右边数字 5 单点^^^B - 右下角数字 1 单点,A - 左边数字 11 单点^^^B - 右上角数字 4 蓝条结尾,203,447,61 - 0.1,370,B - 右下角数字 1 单点,B - 右上角数字 4 蓝条结尾,203,447,1071876,31 + 0.0
J,10,"禁绝边境线","Walküre",,,分开,284 + 605、284 + 606、285 + 605、285 + 606、285 + 605、285 + 606、285 + 605、285 + 606、288 + 605、288 + 606,A - 左上角数字 7 绿条中间^^^B - 右上角数字 6 单点,A - 左上角数字 13 单点^^^B - 右上角数字 2 蓝条结尾、左上角数字 2 蓝条结尾,359,789,91 - 0.1,605、606,B - 右上角数字 6 单点,B - 右上角数字 2 蓝条结尾、左上角数字 2 蓝条结尾,359,789,1888989,47 + 0.2
X,7,"幸福的节拍","杨丞琳",,红色,分开,113 + 279、113 + 280、113 + 281、113 + 282、114 + 279、114 + 280、114 + 281、114 + 282、115 + 279、115 + 280,A - 右下角数字 8 单点^^^B - 右下角数字 6 单点,A - 左边数字 2 单点^^^B - 右边数字 2 单点,158,341,56 - 0.3,279、280、281、282,B - 右下角数字 6 单点,B - 右边数字 2 单点,158,341,966667,28 + 0.0
,,"CALL ME BABY","EXO",,红色,分开,91 + 125,B - 右上角数字 2 单点^^^B - 右下角数字 4 单点,B - 右上角数字 2 单点^^^B - 左上角数字 5 绿条开始,83,193,36 + 0.1,91,B - 右上角数字 2 单点,B - 右上角数字 2 单点,83,193,489439,20 - 0.1
A,8,"Apple Is A","T-ara",,红色,分开,195 + 253,B - 左上角数字 2 单点^^^B - 右上角数字 2 单点,B - 右下角数字 6 单点^^^B - 左下角数字 6 单点,171,329,66 + 0.4,195,B - 左上角数字 2 单点,B - 右下角数字 6 单点,171,329,925333,34 - 0.3
Y,10,"邮递马车","Hermann Necke",,红色,分开,144 + 197、145 + 197、146 + 197、148 + 197,A - 右上角数字 4 单点^^^A - 左上角数字 5 绿条开始,A - 右边数字 7 蓝条结尾、左下角数字 8 蓝条开始^^^A - 左边数字 1 单点、中间数字 1 单点,240,528,87 - 0.1,144、145、146、148,A - 右上角数字 4 单点,A - 右边数字 7 蓝条结尾、左下角数字 8 蓝条开始,240,528,1623349,45 + 0.0
Q,8,"七年的爱","金贤政",,红色,分开,79 + 221、79 + 222、79 + 274、79 + 275,A - 左上角数字 6 单点^^^B - 左下角数字 6 蓝条开始,A - 右下角数字 7 单点^^^B - 左上角数字 5 单点,134,406,63 - 0.5,79,A - 左上角数字 6 单点,A - 右下角数字 7 单点,134,406,977652,32 + 0.0
,,"Boom Clap","Charli XCX",,红色,分开,98 + 199、98 + 200、99 + 199、99 + 200、99 + 199、99 + 200、99 + 199、99 + 200,B - 右上角数字 6 绿条中间^^^B - 右上角数字 1 单点,B - 右下角数字 3 蓝条结尾、左上角数字 4 单点^^^B - 右上角数字 5 单点,88,246,48 + 0.2,199、200,B - 右上角数字 1 单点,B - 右上角数字 5 单点,88,246,655554,24 + 0.3
Z,7,"怎样说清此刻的心情","BY2",,红色,分开,141 + 254、141 + 257、141 + 260、141 + 261、142 + 254、142 + 257、142 + 260、142 + 261、143 + 254、143 + 257,A - 左上角数字 2 单点^^^B - 左上角数字 5 蓝条开始,A - 左上角数字 1 单点^^^B - 左下角数字 4 单点、右下角数字 4 单点,188,330,54 + 0.0,254、257、260、261,B - 左上角数字 5 蓝条开始,B - 左下角数字 4 单点、右下角数字 4 单点,188,330,864914,28 + 0.0
R,6,"Right Now","rihanna",,红色,分开,49 + 303、49 + 304、49 + 305、49 + 306、49 + 307、49 + 308、49 + 309、49 + 310、49 + 311,A - 下面数字 10 蓝条开始^^^B - 左下角数字 2 单点,A - 右下角数字 1 单点^^^B - 左上角数字 3 蓝条中间,241,449,55 + 0.0,303、304、305、306、307、308、309、310、311,B - 左下角数字 2 单点,B - 左上角数字 3 蓝条中间,241,449,1030445,28 + 0.0
,,"棉花糖","至上励合",,红色,分开,86 + 121、86 + 122、86 + 123、86 + 133、86 + 134,B - 左下角数字 5 单点^^^B - 右上角数字 2 单点,B - 右下角数字 3 单点^^^B - 左下角数字 10 蓝条结尾,75,204,48 - 0.3,86,B - 左下角数字 5 单点,B - 右下角数字 3 单点,75,204,538898,25 - 0.1
F,10,"Firefly","Abba Teens",,红色,分开,270 + 456,B - 左上角数字 1 绿条开始、右上角数字 1 蓝条开始^^^B - 右上角数字 2 单点,B - 右上角数字 6 单点^^^B - 左上角数字 8 单点、左上角数字 8 单点,269,514,88 + 0.3,456,B - 右上角数字 2 单点,B - 左上角数字 8 单点、左上角数字 8 单点,269,514,1581571,47 - 0.2
P,10,"Play 我呸","蔡依林",,,分开,167 + 269、175 + 269、177 + 269、269 + 525、269 + 527,A - 右上角数字 8 蓝条开始、左上角数字 8 蓝条开始^^^A - 右上角数字 12 蓝条结尾、左下角数字 1 单点,A - 右边数字 2 蓝条结尾、左边数字 2 蓝条结尾^^^A - 右上角数字 13 蓝条结尾、左边数字 14 绿条开始,378,742,90 + 0.3,269,A - 右上角数字 12 蓝条结尾、左下角数字 1 单点,A - 右上角数字 13 蓝条结尾、左边数字 14 绿条开始,378,742,2297656,46 + 0.3
O,8,"偶像万万岁","TimeZ",,红色,分开,254 + 297,B - 右上角数字 2 单点、左上角数字 2 单点^^^B - 左上角数字 1 蓝条开始,B - 右上角数字 1 单点^^^B - 右下角数字 7 单点,227,482,69 - 0.3,254,B - 右上角数字 2 单点、左上角数字 2 单点,B - 右上角数字 1 单点,227,482,1318954,35 + 0.0
,,"萤火","TFBOYS",,红色,分开,201 + 235,B - 右上角数字 2 单点^^^B - 左边数字 3 单点,B - 右边数字 8 单点^^^B - 左上角数字 6 绿条结尾、右上角数字 6 绿条结尾,123,282,51 - 0.4,235,B - 左边数字 3 单点,B - 左上角数字 6 绿条结尾、右上角数字 6 绿条结尾,123,282,780680,26 - 0.4
N,6,"New Divide","Linkin Park",,红色,分开,13 + 288、13 + 289、13 + 290,A - 右下角数字 1 蓝条开始^^^B - 左下角数字 1 单点,A - 右上角数字 6 单点^^^B - 右下角数字 5 绿条结尾、左下角数字 6 单点,219,349,61 - 0.2,288、289、290,B - 左下角数字 1 单点,B - 右下角数字 5 绿条结尾、左下角数字 6 单点,219,349,928828,30 - 0.2
,,"Blue Skies","Lenka",,红色,分开,207 + 331、208 + 331,B - 左上角数字 1 单点^^^B - 右上角数字 6 绿条结尾,B - 右上角数字 4 单点^^^B - 右下角数字 3 单点、左下角数字 3 单点,126,377,43 - 0.2,207、208,B - 左上角数字 1 单点,B - 右上角数字 4 单点,126,377,685982,22 + 0.0
Z,6,"直到世界终结 ","WANDS",,红色,分开,120 + 162、120 + 163、120 + 164、120 + 165、120 + 166、121 + 162、121 + 163、121 + 164、121 + 165、121 + 166,B - 上面数字 5 单点^^^B - 右下角数字 1 单点,B - 右下角数字 7 单点^^^B - 左上角数字 1 单点,69,238,60 - 0.1,142,B - 右上角数字 4 蓝条开始,B - 左下角数字 8 蓝条结尾、右上角数字 1 单点,69,238,763057,32 + 0.1
,,"让我心动","Apink",,红色,分开,180 + 263,B - 左上角数字 1 单点^^^B - 右上角数字 1 蓝条开始,B - 左下角数字 5 绿条开始^^^B - 左下角数字 3 单点,145,352,43 - 0.1,263,B - 右上角数字 1 蓝条开始,B - 左下角数字 3 单点,145,352,691414,22 + 0.1
B,6,"Bad Romance","Lady Gaga",,,分开,130 + 214,A - 右上角数字 7 绿条结尾、左上角数字 1 单点^^^B - 右上角数字 3 单点,A - 左上角数字 6 单点^^^B - 左下角数字 7 蓝条结尾,211,426,48 + 0.0,214,B - 右上角数字 3 单点,B - 左下角数字 7 蓝条结尾,211,426,954334,25 + 0.0
,,"今天你要嫁给我","陶喆/蔡依林",,红色,分开,113 + 140,B - 上面数字 1 单点^^^B - 右下角数字 2 绿条开始,B - 左边数字 3 绿条开始^^^B - 右下角数字 4 绿条中间,80,168,27 + 0.1,120,B - 右上角数字 1 单点,B - 右下角数字 2 绿条开始,80,168,346552,14 + 0.0
B,6,"Booty Music","Git Fresh",,红色,分开,45 + 281、45 + 284,A - 左上角数字 1 蓝条开始^^^B - 右边数字 6 蓝条开始,A - 右上角数字 6 绿条开始^^^B - 右上角数字 1 单点,191,382,49 + 0.0,281、284,B - 右边数字 6 蓝条开始,B - 右上角数字 1 单点,191,382,898937,24 - 0.1
B,7,"BONAMANA","Super Junior",,红色,分开,99 + 216、99 + 248、99 + 249、99 + 250、99 + 251、99 + 257,A - 右下角数字 3 蓝条开始、左下角数字 3 蓝条开始^^^B - 左边数字 4 蓝条开始,A - 左上角数字 2 蓝条中间^^^B - 右上角数字 1 单点,203,431,66 + 0.0,99,A - 右下角数字 3 蓝条开始、左下角数字 3 蓝条开始,A - 左上角数字 2 蓝条中间,203,431,1231620,36 + 0.0
T,6,"Try Everything","Shakira",,红色,分开,212 + 257、212 + 258、212 + 259、213 + 257、213 + 258、213 + 259、214 + 257、214 + 258、214 + 259,B - 下面数字 1 单点^^^B - 下面数字 1 单点,B - 右上角数字 8 单点^^^B - 左上角数字 8 单点,160,349,51 + 0.0,212、213、214、257、258、259,B - 下面数字 1 单点,B - 右上角数字 8 单点,160,349,932593,26 - 0.5
B,6,"Born This Way","Lady Gaga",,红色,分开,259 + 293、259 + 294、260 + 294,B - 左上角数字 5 单点^^^B - 左下角数字 1 单点,B - 右上角数字 6 蓝条结尾^^^B - 右下角数字 6 单点,163,378,62 + 0.3,277、280,B - 左上角数字 1 蓝条结尾、右上角数字 2 蓝条开始,B - 右上角数字 4 蓝条结尾、左上角数字 5 蓝条开始,163,378,1082025,36 + 0.1
D,6,"等我先说","夏天Alex",,红色,分开,149 + 341,A - 右下角数字 1 单点^^^B - 右上角数字 8 单点,A - 左下角数字 12 单点^^^B - 右边数字 10 蓝条结尾,198,380,60 - 0.3,149,A - 右下角数字 1 单点,A - 左下角数字 12 单点,198,380,1021529,30 - 0.1
,,"第一次爱的人","王心凌",,红色,分开,86 + 125,A - 右边数字 2 单点^^^B - 左上角数字 1 单点,A - 右上角数字 2 单点^^^B - 右下角数字 3 绿条开始,124,266,37 - 0.2,86,A - 右边数字 2 单点,A - 右上角数字 2 单点,124,266,551129,19 - 0.3
W,7,"我们的歌","王力宏",50,,分开,97 + 446、97 + 447、97 + 448,A - 右上角数字 4 蓝条结尾、左下角数字 5 蓝条开始^^^B - 右下角数字 4 蓝条开始,A - 左边数字 10 单点^^^B - 右下角数字 7 蓝条结尾、上面数字 8 单点,332,668,77 - 0.1,97,A - 右上角数字 4 蓝条结尾、左下角数字 5 蓝条开始,A - 左边数字 10 单点,332,668,1669613,40 - 0.5
H,8,"火花","高耀太",,,分开,198 + 423、198 + 483、423 + 483,A - 左上角数字 1 单点、右上角数字 1 单点^^^B - 右上角数字 1 单点、左上角数字 1 单点,A - 左上角数字 7 绿条开始^^^B - 左上角数字 7 绿条开始,257,572,65 - 0.2,198、423、483,A - 左上角数字 1 单点、右上角数字 1 单点,A - 左上角数字 7 绿条开始,257,572,1504652,32 + 0.4
I,8,"I Want My Tears Back","NIGHT WISH",,,分开,360 + 436,B - 右边数字 7 单点^^^B - 右下角数字 9 蓝条开始、左下角数字 9 蓝条开始,B - 右边数字 2 单点、左边数字 2 单点^^^B - 下面数字 9 蓝条中间,333,641,73 + 0.0,436,B - 右下角数字 9 蓝条开始、左下角数字 9 蓝条开始,B - 下面数字 9 蓝条中间,333,641,1713876,37 + 0.0
,,"触动心触动爱","BY2",,红色,分开,95 + 165、95 + 166、95 + 167,B - 右上角数字 4 绿条开始^^^B - 左上角数字 1 绿条结尾,B - 左上角数字 2 单点、右上角数字 2 单点^^^B - 左上角数字 1 单点,87,203,34 + 0.1,165、166、167,B - 左上角数字 1 绿条结尾,B - 左上角数字 1 单点,87,203,501042,17 + 0.1
P,7,"Poker Face","Lady Gaga",,红色,分开,73 + 198,A - 右下角数字 7 单点^^^B - 右下角数字 7 单点,A - 右上角数字 2 蓝条结尾、左下角数字 3 单点^^^B - 右上角数字 2 蓝条结尾、左下角数字 3 单点,141,284,76 + 0.0,198,B - 右下角数字 7 单点,B - 右上角数字 2 蓝条结尾、左下角数字 3 单点,141,284,1020318,38 + 0.0
D,8,"当你","林俊杰",,,分开,204 + 292,B - 下面数字 6 蓝条开始^^^B - 左下角数字 8 蓝条开始,B - 右上角数字 4 单点^^^B - 左下角数字 7 绿条中间、右下角数字 1 单点,184,429,64 - 0.5,204,B - 下面数字 6 蓝条开始,B - 右上角数字 4 单点,184,429,1279750,32 + 0.0
L,7,"恋爱幸运曲奇","AKB48",,红色,分开,219 + 263、225 + 263、226 + 263,B - 左下角数字 2 蓝条开始^^^B - 右下角数字 1 单点、左下角数字 1 单点,B - 左下角数字 3 单点、右下角数字 3 单点^^^B - 左上角数字 8 蓝条结尾,106,307,64 + 0.2,237、239、240、242、243,B - 左下角数字 1 单点、右下角数字 1 单点,B - 右下角数字 5 单点、左下角数字 5 单点,106,307,951470,34 + 0.0
M,7,"Mimimi","Serebro",,红色,分开,170 + 315、170 + 316、170 + 317、170 + 318、170 + 319、170 + 320、171 + 315、171 + 316、171 + 317、171 + 318,A - 左上角数字 4 单点^^^B - 左上角数字 4 单点,A - 右上角数字 1 单点^^^B - 右下角数字 1 单点,205,380,60 - 0.4,170、171、172、315、316、317、318、319、320,A - 左上角数字 4 单点,A - 右上角数字 1 单点,205,380,1079966,30 - 0.2
N,7,"你的声音不会消失","fumika",,红色,分开,125 + 363、125 + 364、125 + 365、125 + 392、125 + 393、125 + 394、126 + 363、126 + 364、126 + 365、126 + 392,A - 左边数字 14 单点^^^B - 右边数字 14 单点,A - 左边数字 2 蓝条开始^^^B - 右边数字 2 蓝条开始,211,439,54 + 0.3,363、364、365、392、393、394,B - 右边数字 14 单点,B - 右边数字 2 蓝条开始,211,439,992571,28 - 0.4
T,8,"Telephone","Lady GaGa",,,分开,102 + 325,A - 左上角数字 3 绿条结尾、右上角数字 4 绿条开始^^^B - 右下角数字 1 蓝条开始,A - 右下角数字 9 单点^^^B - 右上角数字 4 绿条结尾、左下角数字 5 绿条开始,237,450,56 + 0.0,102,A - 左上角数字 3 绿条结尾、右上角数字 4 绿条开始,A - 右下角数字 9 单点,237,450,1183815,29 - 0.1
,,"Numb","Linkin Park",,红色,分开,199 + 234、200 + 234、201 + 234,B - 右边数字 6 单点^^^B - 右上角数字 5 蓝条开始,B - 左上角数字 1 蓝条结尾^^^B - 右下角数字 8 绿条开始、左下角数字 8 绿条开始,123,280,46 - 0.2,199、200、201,B - 右边数字 6 单点,B - 左上角数字 1 蓝条结尾,123,280,591383,26 + 0.0
,,"剩下的盛夏","TFBOYS",,红色,分开,62 + 174,A - 左下角数字 6 绿条开始、右下角数字 6 绿条开始^^^B - 右下角数字 5 单点,A - 右上角数字 4 单点^^^B - 右边数字 8 单点、左边数字 8 单点,97,220,48 - 0.2,174,B - 右下角数字 5 单点,B - 右边数字 8 单点、左边数字 8 单点,97,220,603078,26 - 0.4
K,10,"卡农","Pachelbel",,红色,分开,422 + 549、422 + 552,B - 右上角数字 8 绿条结尾、左下角数字 1 蓝条开始^^^B - 右上角数字 4 蓝条结尾、下面数字 5 蓝条开始,B - 右上角数字 5 绿条结尾、左下角数字 6 单点^^^B - 右下角数字 9 蓝条结尾、左上角数字 10 蓝条开始,329,698,101 - 0.2,422,B - 右上角数字 8 绿条结尾、左下角数字 1 蓝条开始,B - 右上角数字 5 绿条结尾、左下角数字 6 单点,329,698,2022518,54 - 0.2
K,10,"空想神话","妖精帝国",,,分开,305 + 631、307 + 631、528 + 631、530 + 631,A - 右上角数字 8 单点、左上角数字 8 单点^^^B - 左上角数字 6 蓝条结尾、右上角数字 7 单点,A - 右下角数字 1 蓝条结尾、左下角数字 2 单点^^^B - 左边数字 10 蓝条结尾、右下角数字 11 单点,394,728,74 - 0.1,631,B - 左上角数字 6 蓝条结尾、右上角数字 7 单点,B - 左边数字 10 蓝条结尾、右下角数字 11 单点,394,728,2013745,38 + 0.0
